code_name,course,session,num_q,num_sr,num_po
Fact,1D_L21,S4,2,1,1
Next step,1D_L21,S4,11,7,8
Other,1D_L21,S4,0,0,0
Proof framework,1D_L21,S4,0,0,0
Warrant,1D_L21,S4,0,0,0
Total,1D_L21,S4,19,13,14
Convention,1E_L18,S1,0,0,0
Evaluation,1E_L18,S1,0,0,0
Example generation,1E_L18,S1,0,0,0
Fact,1E_L18,S1,1,1,1
Next step,1E_L18,S1,1,0,0
Other,1E_L18,S1,0,0,0
Proof framework,1E_L18,S1,0,0,0
Warrant,1E_L18,S1,1,1,1
Total,1E_L18,S1,3,2,2
Convention,1E_L18,S2,0,0,0
Evaluation,1E_L18,S2,0,0,0
Example generation,1E_L18,S2,0,0,0
Fact,1E_L18,S2,3,1,1
Next step,1E_L18,S2,0,0,0
Other,1E_L18,S2,0,0,0
Proof framework,1E_L18,S2,0,0,0
Warrant,1E_L18,S2,1,1,1
Total,1E_L18,S2,4,2,2
Convention,1E_L18,S3,0,0,0
Evaluation,1E_L18,S3,0,0,0
Example generation,1E_L18,S3,0,0,0
Fact,1E_L18,S3,0,0,0
Next step,1E_L18,S3,0,0,0
Other,1E_L18,S3,0,0,0
Proof framework,1E_L18,S3,0,0,0
Warrant,1E_L18,S3,0,0,0
Total,1E_L18,S3,0,0,0
Convention,1E_L18,S4,0,0,0
Evaluation,1E_L18,S4,0,0,0
Example generation,1E_L18,S4,0,0,0
Fact,1E_L18,S4,0,0,0
Next step,1E_L18,S4,0,0,0
Other,1E_L18,S4,0,0,0
Proof framework,1E_L18,S4,0,0,0
Warrant,1E_L18,S4,0,0,0
Total,1E_L18,S4,0,0,0
Convention,1E_L19,S1,0,0,0
Evaluation,1E_L19,S1,5,3,4
Example generation,1E_L19,S1,0,0,0
Fact,1E_L19,S1,31,12,24
Next step,1E_L19,S1,3,1,2
Other,1E_L19,S1,0,0,0
Proof framework,1E_L19,S1,0,0,0
Warrant,1E_L19,S1,0,0,0
Total,1E_L19,S1,39,16,30
Convention,1E_L19,S2,0,0,0
Evaluation,1E_L19,S2,2,1,1
Example generation,1E_L19,S2,0,0,0
Fact,1E_L19,S2,17,8,10
Next step,1E_L19,S2,9,3,4
Other,1E_L19,S2,0,0,0
Proof framework,1E_L19,S2,0,0,0
Warrant,1E_L19,S2,1,0,1
Total,1E_L19,S2,29,12,16
Convention,1E_L19,S3,0,0,0
Evaluation,1E_L19,S3,0,0,0
Example generation,1E_L19,S3,0,0,0
Fact,1E_L19,S3,19,10,12
Next step,1E_L19,S3,3,1,3
Other,1E_L19,S3,0,0,0
Proof framework,1E_L19,S3,0,0,0
Warrant,1E_L19,S3,0,0,0
Total,1E_L19,S3,22,11,15
Convention,1E_L19,S4,0,0,0
Evaluation,1E_L19,S4,4,2,3
Example generation,1E_L19,S4,0,0,0
Fact,1E_L19,S4,23,17,20
Next step,1E_L19,S4,0,0,0
Other,1E_L19,S4,0,0,0
Proof framework,1E_L19,S4,0,0,0
Warrant,1E_L19,S4,0,0,0
Total,1E_L19,S4,27,19,23
Convention,1F_L14,S1,1,0,1
Evaluation,1F_L14,S1,1,1,1
Example generation,1F_L14,S1,0,0,0
Fact,1F_L14,S1,14,6,9
Next step,1F_L14,S1,4,2,4
Other,1F_L14,S1,2,1,1
Proof framework,1F_L14,S1,0,0,0
Warrant,1F_L14,S1,4,3,3
Total,1F_L14,S1,26,13,19
Convention,1F_L14,S2,0,0,0
Evaluation,1F_L14,S2,2,0,2
Example generation,1F_L14,S2,0,0,0
Fact,1F_L14,S2,11,8,10
Next step,1F_L14,S2,0,0,0
Other,1F_L14,S2,2,2,2
Proof framework,1F_L14,S2,0,0,0
Warrant,1F_L14,S2,10,5,10
Total,1F_L14,S2,25,15,24
Convention,1F_L14,S3,0,0,0
Evaluation,1F_L14,S3,6,5,5
Example generation,1F_L14,S3,0,0,0
Fact,1F_L14,S3,24,6,12
Next step,1F_L14,S3,9,2,4
Other,1F_L14,S3,0,0,0
Proof framework,1F_L14,S3,0,0,0
Warrant,1F_L14,S3,8,5,6
Total,1F_L14,S3,47,18,27
Convention,1F_L14,S4,0,0,0
Evaluation,1F_L14,S4,2,0,1
Example generation,1F_L14,S4,3,1,1
Fact,1F_L14,S4,15,8,9
Next step,1F_L14,S4,3,2,2
Other,1F_L14,S4,5,3,3
Proof framework,1F_L14,S4,0,0,0
Warrant,1F_L14,S4,8,6,7
Total,1F_L14,S4,36,20,23
Convention,2A_L22,S1,0,0,0
Evaluation,2A_L22,S1,1,0,1
Example generation,2A_L22,S1,0,0,0
Fact,2A_L22,S1,2,1,2
Next step,2A_L22,S1,0,0,0
Other,2A_L22,S1,0,0,0
Proof framework,2A_L22,S1,0,0,0
Warrant,2A_L22,S1,1,1,1
Total,2A_L22,S1,4,2,4
Convention,2A_L22,S2,0,0,0
Evaluation,2A_L22,S2,0,0,0
Example generation,2A_L22,S2,0,0,0
Fact,2A_L22,S2,7,3,5
Next step,2A_L22,S2,0,0,0
Other,2A_L22,S2,0,0,0
Proof framework,2A_L22,S2,0,0,0
Warrant,2A_L22,S2,2,2,2
Total,2A_L22,S2,9,5,7
Convention,2A_L22,S3,0,0,0
Evaluation,2A_L22,S3,7,4,6
Example generation,2A_L22,S3,8,5,6
Fact,2A_L22,S3,8,3,5
Next step,2A_L22,S3,3,2,2
Other,2A_L22,S3,0,0,0
Proof framework,2A_L22,S3,0,0,0
Warrant,2A_L22,S3,4,2,4
Total,2A_L22,S3,30,16,23
Convention,2A_L22,S4,0,0,0
Evaluation,2A_L22,S4,3,1,1
Example generation,2A_L22,S4,0,0,0
Fact,2A_L22,S4,3,1,3
Next step,2A_L22,S4,0,0,0
Other,2A_L22,S4,0,0,0
Proof framework,2A_L22,S4,0,0,0
Warrant,2A_L22,S4,0,0,0
Total,2A_L22,S4,6,2,4
Convention,2B_L10,S1,0,0,0
Evaluation,2B_L10,S1,0,0,0
Example generation,2B_L10,S1,0,0,0
Fact,2B_L10,S1,7,6,6
Next step,2B_L10,S1,12,7,11
Other,2B_L10,S1,0,0,0
Proof framework,2B_L10,S1,3,3,3
Warrant,2B_L10,S1,1,1,1
Total,2B_L10,S1,23,17,21
Convention,2B_L10,S2,0,0,0
Evaluation,2B_L10,S2,0,0,0
Example generation,2B_L10,S2,2,1,1
Fact,2B_L10,S2,1,1,1
Next step,2B_L10,S2,15,5,11
Other,2B_L10,S2,0,0,0
Proof framework,2B_L10,S2,0,0,0
Warrant,2B_L10,S2,7,4,7
Total,2B_L10,S2,25,11,20
Convention,2B_L10,S3,0,0,0
Evaluation,2B_L10,S3,0,0,0
Example generation,2B_L10,S3,0,0,0
Fact,2B_L10,S3,9,4,7
Next step,2B_L10,S3,12,6,10
Other,2B_L10,S3,0,0,0
Proof framework,2B_L10,S3,0,0,0
Warrant,2B_L10,S3,2,2,2
Total,2B_L10,S3,23,12,19
Convention,2B_L10,S4,0,0,0
Evaluation,2B_L10,S4,0,0,0
Example generation,2B_L10,S4,0,0,0
Fact,2B_L10,S4,2,2,2
Next step,2B_L10,S4,6,2,5
Other,2B_L10,S4,0,0,0
Proof framework,2B_L10,S4,0,0,0
Warrant,2B_L10,S4,11,6,6
Total,2B_L10,S4,19,10,13
Convention,2B_L8,S1,0,0,0
Evaluation,2B_L8,S1,0,0,0
Example generation,2B_L8,S1,0,0,0
Fact,2B_L8,S1,2,2,2
Next step,2B_L8,S1,2,1,1
Other,2B_L8,S1,0,0,0
Proof framework,2B_L8,S1,1,1,1
Warrant,2B_L8,S1,0,0,0
Total,2B_L8,S1,5,4,4
Convention,2B_L8,S2,0,0,0
Evaluation,2B_L8,S2,1,0,1
Example generation,2B_L8,S2,2,1,2
Fact,2B_L8,S2,1,1,1
Next step,2B_L8,S2,0,0,0
Other,2B_L8,S2,0,0,0
Proof framework,2B_L8,S2,0,0,0
Warrant,2B_L8,S2,0,0,0
Total,2B_L8,S2,4,2,4
Convention,2B_L8,S3,0,0,0
Evaluation,2B_L8,S3,0,0,0
Example generation,2B_L8,S3,0,0,0
Fact,2B_L8,S3,1,0,1
Next step,2B_L8,S3,1,1,1
Other,2B_L8,S3,0,0,0
Proof framework,2B_L8,S3,0,0,0
Warrant,2B_L8,S3,0,0,0
Total,2B_L8,S3,2,1,2
Convention,2B_L8,S4,0,0,0
Evaluation,2B_L8,S4,0,0,0
Example generation,2B_L8,S4,0,0,0
Fact,2B_L8,S4,1,1,1
Next step,2B_L8,S4,0,0,0
Other,2B_L8,S4,0,0,0
Proof framework,2B_L8,S4,0,0,0
Warrant,2B_L8,S4,0,0,0
Total,2B_L8,S4,1,1,1
Convention,2B_L9,S1,0,0,0
Evaluation,2B_L9,S1,0,0,0
Example generation,2B_L9,S1,0,0,0
Fact,2B_L9,S1,0,0,0
Next step,2B_L9,S1,0,0,0
Other,2B_L9,S1,0,0,0
Proof framework,2B_L9,S1,0,0,0
Warrant,2B_L9,S1,0,0,0
Total,2B_L9,S1,0,0,0
Convention,2B_L9,S2,0,0,0
Evaluation,2B_L9,S2,7,1,4
Example generation,2B_L9,S2,0,0,0
Fact,2B_L9,S2,0,0,0
Next step,2B_L9,S2,0,0,0
Other,2B_L9,S2,0,0,0
Proof framework,2B_L9,S2,0,0,0
Warrant,2B_L9,S2,1,1,1
Total,2B_L9,S2,8,2,5
Convention,2B_L9,S3,0,0,0
Evaluation,2B_L9,S3,0,0,0
Example generation,2B_L9,S3,0,0,0
Fact,2B_L9,S3,0,0,0
Next step,2B_L9,S3,0,0,0
Other,2B_L9,S3,0,0,0
Proof framework,2B_L9,S3,0,0,0
Warrant,2B_L9,S3,0,0,0
Total,2B_L9,S3,0,0,0
Convention,2B_L9,S4,0,0,0
Evaluation,2B_L9,S4,0,0,0
Example generation,2B_L9,S4,0,0,0
Fact,2B_L9,S4,0,0,0
Next step,2B_L9,S4,0,0,0
Other,2B_L9,S4,0,0,0
Proof framework,2B_L9,S4,0,0,0
Warrant,2B_L9,S4,0,0,0
Total,2B_L9,S4,0,0,0
Convention,2C_L23,S1,0,0,0
Evaluation,2C_L23,S1,0,0,0
Example generation,2C_L23,S1,0,0,0
Fact,2C_L23,S1,1,1,1
Next step,2C_L23,S1,1,1,1
Other,2C_L23,S1,0,0,0
Proof framework,2C_L23,S1,0,0,0
Warrant,2C_L23,S1,0,0,0
Total,2C_L23,S1,2,2,2
Convention,2C_L23,S2,0,0,0
Evaluation,2C_L23,S2,0,0,0
Example generation,2C_L23,S2,0,0,0
Fact,2C_L23,S2,0,0,0
Next step,2C_L23,S2,0,0,0
Other,2C_L23,S2,0,0,0
Proof framework,2C_L23,S2,0,0,0
Warrant,2C_L23,S2,0,0,0
Total,2C_L23,S2,0,0,0
Convention,2C_L23,S3,0,0,0
Evaluation,2C_L23,S3,0,0,0
Example generation,2C_L23,S3,0,0,0
Fact,2C_L23,S3,1,0,0
Next step,2C_L23,S3,0,0,0
Other,2C_L23,S3,0,0,0
Proof framework,2C_L23,S3,0,0,0
Warrant,2C_L23,S3,0,0,0
Total,2C_L23,S3,1,0,0
Convention,2C_L23,S4,0,0,0
Evaluation,2C_L23,S4,0,0,0
Example generation,2C_L23,S4,0,0,0
Fact,2C_L23,S4,0,0,0
Next step,2C_L23,S4,0,0,0
Other,2C_L23,S4,0,0,0
Proof framework,2C_L23,S4,0,0,0
Warrant,2C_L23,S4,1,1,1
Total,2C_L23,S4,1,1,1
Convention,2D_L24,S1,0,0,0
Evaluation,2D_L24,S1,0,0,0
Example generation,2D_L24,S1,0,0,0
Fact,2D_L24,S1,0,0,0
Next step,2D_L24,S1,0,0,0
Other,2D_L24,S1,0,0,0
Proof framework,2D_L24,S1,0,0,0
Warrant,2D_L24,S1,0,0,0
Total,2D_L24,S1,0,0,0
Convention,2D_L24,S2,0,0,0
Evaluation,2D_L24,S2,0,0,0
Example generation,2D_L24,S2,0,0,0
Fact,2D_L24,S2,0,0,0
Next step,2D_L24,S2,0,0,0
Other,2D_L24,S2,0,0,0
Proof framework,2D_L24,S2,0,0,0
Warrant,2D_L24,S2,0,0,0
Total,2D_L24,S2,0,0,0
Convention,2D_L24,S3,0,0,0
Evaluation,2D_L24,S3,0,0,0
Example generation,2D_L24,S3,0,0,0
Fact,2D_L24,S3,0,0,0
Next step,2D_L24,S3,2,1,1
Other,2D_L24,S3,1,0,0
Proof framework,2D_L24,S3,0,0,0
Warrant,2D_L24,S3,0,0,0
Total,2D_L24,S3,3,1,1
Convention,2D_L24,S4,0,0,0
Evaluation,2D_L24,S4,0,0,0
Example generation,2D_L24,S4,0,0,0
Fact,2D_L24,S4,0,0,0
Next step,2D_L24,S4,0,0,0
Other,2D_L24,S4,0,0,0
Proof framework,2D_L24,S4,0,0,0
Warrant,2D_L24,S4,0,0,0
Total,2D_L24,S4,0,0,0
Convention,3A_L11,S1,0,0,0
Evaluation,3A_L11,S1,0,0,0
Example generation,3A_L11,S1,7,3,3
Fact,3A_L11,S1,1,1,1
Next step,3A_L11,S1,0,0,0
Other,3A_L11,S1,2,1,2
Proof framework,3A_L11,S1,0,0,0
Warrant,3A_L11,S1,2,0,1
Total,3A_L11,S1,12,5,7
Convention,3A_L11,S2,0,0,0
Evaluation,3A_L11,S2,10,5,6
Example generation,3A_L11,S2,4,3,4
Fact,3A_L11,S2,5,2,4
Next step,3A_L11,S2,0,0,0
Other,3A_L11,S2,0,0,0
Proof framework,3A_L11,S2,0,0,0
Warrant,3A_L11,S2,0,0,0
Total,3A_L11,S2,19,10,14
Convention,3A_L11,S3,0,0,0
Evaluation,3A_L11,S3,0,0,0
Example generation,3A_L11,S3,5,3,3
Fact,3A_L11,S3,0,0,0
Next step,3A_L11,S3,0,0,0
Other,3A_L11,S3,0,0,0
Proof framework,3A_L11,S3,0,0,0
Warrant,3A_L11,S3,0,0,0
Total,3A_L11,S3,5,3,3
Convention,3A_L11,S4,0,0,0
Evaluation,3A_L11,S4,0,0,0
Example generation,3A_L11,S4,0,0,0
Fact,3A_L11,S4,0,0,0
Next step,3A_L11,S4,0,0,0
Other,3A_L11,S4,1,1,1
Proof framework,3A_L11,S4,0,0,0
Warrant,3A_L11,S4,0,0,0
Total,3A_L11,S4,1,1,1
Convention,3B_L12,S1,0,0,0
Evaluation,3B_L12,S1,0,0,0
Example generation,3B_L12,S1,0,0,0
Fact,3B_L12,S1,0,0,0
Next step,3B_L12,S1,0,0,0
Other,3B_L12,S1,0,0,0
Proof framework,3B_L12,S1,0,0,0
Warrant,3B_L12,S1,1,1,1
Total,3B_L12,S1,1,1,1
Convention,3B_L12,S2,0,0,0
Evaluation,3B_L12,S2,0,0,0
Example generation,3B_L12,S2,0,0,0
Fact,3B_L12,S2,0,0,0
Next step,3B_L12,S2,0,0,0
Other,3B_L12,S2,0,0,0
Proof framework,3B_L12,S2,0,0,0
Warrant,3B_L12,S2,0,0,0
Total,3B_L12,S2,0,0,0
Convention,3B_L12,S3,0,0,0
Evaluation,3B_L12,S3,0,0,0
Example generation,3B_L12,S3,0,0,0
Fact,3B_L12,S3,0,0,0
Next step,3B_L12,S3,0,0,0
Other,3B_L12,S3,0,0,0
Proof framework,3B_L12,S3,0,0,0
Warrant,3B_L12,S3,0,0,0
Total,3B_L12,S3,0,0,0
Convention,3B_L12,S4,0,0,0
Evaluation,3B_L12,S4,0,0,0
Example generation,3B_L12,S4,0,0,0
Fact,3B_L12,S4,0,0,0
Next step,3B_L12,S4,0,0,0
Other,3B_L12,S4,0,0,0
Proof framework,3B_L12,S4,0,0,0
Warrant,3B_L12,S4,0,0,0
Total,3B_L12,S4,0,0,0
Convention,3C_L13,S1,0,0,0
Evaluation,3C_L13,S1,1,1,1
Example generation,3C_L13,S1,0,0,0
Fact,3C_L13,S1,3,0,3
Next step,3C_L13,S1,0,0,0
Other,3C_L13,S1,0,0,0
Proof framework,3C_L13,S1,0,0,0
Warrant,3C_L13,S1,1,1,1
Total,3C_L13,S1,5,2,5
Convention,3C_L13,S2,0,0,0
Evaluation,3C_L13,S2,0,0,0
Example generation,3C_L13,S2,0,0,0
Fact,3C_L13,S2,2,1,2
Next step,3C_L13,S2,0,0,0
Other,3C_L13,S2,0,0,0
Proof framework,3C_L13,S2,0,0,0
Warrant,3C_L13,S2,0,0,0
Total,3C_L13,S2,2,1,2
Convention,3C_L13,S3,0,0,0
Evaluation,3C_L13,S3,5,1,4
Example generation,3C_L13,S3,0,0,0
Fact,3C_L13,S3,5,2,5
Next step,3C_L13,S3,0,0,0
Other,3C_L13,S3,0,0,0
Proof framework,3C_L13,S3,0,0,0
Warrant,3C_L13,S3,0,0,0
Total,3C_L13,S3,10,3,9
Convention,3C_L13,S4,0,0,0
Evaluation,3C_L13,S4,1,1,1
Example generation,3C_L13,S4,0,0,0
Fact,3C_L13,S4,7,4,5
Next step,3C_L13,S4,7,3,5
Other,3C_L13,S4,0,0,0
Proof framework,3C_L13,S4,0,0,0
Warrant,3C_L13,S4,0,0,0
Total,3C_L13,S4,15,8,11
Convention,3D_L20,S1,0,0,0
Evaluation,3D_L20,S1,0,0,0
Example generation,3D_L20,S1,0,0,0
Fact,3D_L20,S1,1,1,1
Next step,3D_L20,S1,0,0,0
Other,3D_L20,S1,0,0,0
Proof framework,3D_L20,S1,0,0,0
Warrant,3D_L20,S1,0,0,0
Total,3D_L20,S1,1,1,1
Convention,3D_L20,S2,0,0,0
Evaluation,3D_L20,S2,0,0,0
Example generation,3D_L20,S2,0,0,0
Fact,3D_L20,S2,2,1,1
Next step,3D_L20,S2,0,0,0
Other,3D_L20,S2,0,0,0
Proof framework,3D_L20,S2,0,0,0
Warrant,3D_L20,S2,0,0,0
Total,3D_L20,S2,2,1,1
Convention,3D_L20,S3,0,0,0
Evaluation,3D_L20,S3,0,0,0
Example generation,3D_L20,S3,0,0,0
Fact,3D_L20,S3,0,0,0
Next step,3D_L20,S3,2,2,2
Other,3D_L20,S3,0,0,0
Proof framework,3D_L20,S3,0,0,0
Warrant,3D_L20,S3,0,0,0
Total,3D_L20,S3,2,2,2
Convention,3D_L20,S4,0,0,0
Evaluation,3D_L20,S4,0,0,0
Example generation,3D_L20,S4,0,0,0
Fact,3D_L20,S4,0,0,0
Next step,3D_L20,S4,0,0,0
Other,3D_L20,S4,0,0,0
Proof framework,3D_L20,S4,0,0,0
Warrant,3D_L20,S4,0,0,0
Total,3D_L20,S4,0,0,0
Convention,4A_L10,S1,0,0,0
Evaluation,4A_L10,S1,0,0,0
Example generation,4A_L10,S1,0,0,0
Fact,4A_L10,S1,9,9,9
Next step,4A_L10,S1,6,5,6
Other,4A_L10,S1,0,0,0
Proof framework,4A_L10,S1,0,0,0
Warrant,4A_L10,S1,1,1,1
Total,4A_L10,S1,16,15,16
Convention,4A_L10,S2,0,0,0
Evaluation,4A_L10,S2,1,1,1
Example generation,4A_L10,S2,0,0,0
Fact,4A_L10,S2,16,11,16
Next step,4A_L10,S2,8,4,6
Other,4A_L10,S2,0,0,0
Proof framework,4A_L10,S2,0,0,0
Warrant,4A_L10,S2,7,5,7
Total,4A_L10,S2,32,21,30
Convention,4A_L10,S3,0,0,0
Evaluation,4A_L10,S3,1,1,1
Example generation,4A_L10,S3,0,0,0
Fact,4A_L10,S3,14,11,11
Next step,4A_L10,S3,7,6,7
Other,4A_L10,S3,0,0,0
Proof framework,4A_L10,S3,0,0,0
Warrant,4A_L10,S3,0,0,0
Total,4A_L10,S3,22,18,19
Convention,4A_L10,S4,0,0,0
Evaluation,4A_L10,S4,0,0,0
Example generation,4A_L10,S4,0,0,0
Fact,4A_L10,S4,2,2,2
Next step,4A_L10,S4,6,3,5
Other,4A_L10,S4,1,1,1
Proof framework,4A_L10,S4,0,0,0
Warrant,4A_L10,S4,3,2,3
Total,4A_L10,S4,12,8,11
